task,pulse_type,training_strength,eval_strength,seed,final_fidelity,final_infidelity,pulse_energy,training_objective
H,polished_open_loop,0.08,0.08,44,0.9999983123492582,1.6876507418217557e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,45,0.9999954488150196,4.55118498043916e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,46,0.9999850919045202,1.49080954797709e-05,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,47,0.9999266007421393,7.339925786065127e-05,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,48,0.9999915147045904,8.485295409643712e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,49,0.9999973353098988,2.6646901012394864e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,50,0.9999964453050089,3.5546949911369197e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,51,0.999993328708684,6.671291316040495e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,52,0.9999918184833105,8.181516689464985e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,53,0.9999970476784905,2.952321509486211e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,54,0.9999870179642758,1.2982035724196095e-05,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,55,0.9999962656204325,3.7343795674660285e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,56,0.9999955974494004,4.4025505996359016e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,57,0.9999982114497263,1.788550273662537e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,58,0.9999105122493872,8.948775061279335e-05,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,59,0.999985736059563,1.4263940437020395e-05,0.43935843152488097,5.1291345236599055e-05
