task,baseline,eval_strength,seed,final_fidelity,final_infidelity,pulse_energy,basis_count,segments,refreshes,frequency_seed_path,training_objective,optimizer_success_all,optimization_seconds
H,dcrab_large,0.05,57,0.999498045677935,0.0005019543220650124,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,58,0.9937950718998408,0.006204928100159157,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,59,0.9961674816889786,0.0038325183110213823,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,10,0.977464267749382,0.022535732250618,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,11,0.9988643968955982,0.00113560310440175,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,12,0.9985057907897943,0.0014942092102057103,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,13,0.9997661814821182,0.00023381851788184527,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,14,0.9996274434499989,0.0003725565500011241,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,15,0.9811568998776277,0.018843100122372336,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,16,0.9949907120133981,0.00500928798660194,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,17,0.9986246511728987,0.0013753488271013303,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,18,0.9946284399431765,0.005371560056823488,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,19,0.9946650048453028,0.005334995154697153,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,20,0.9975515525059795,0.0024484474940205114,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,21,0.9980727632437911,0.0019272367562088721,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,22,0.9803112113816441,0.01968878861835588,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,23,0.9981878705957757,0.0018121294042242608,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,24,0.9993673100845111,0.0006326899154889265,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,25,0.9999687321358385,3.126786416152161e-05,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,26,0.9894435722778373,0.010556427722162698,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,27,0.9991699095877942,0.0008300904122058306,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,28,0.9741445842369553,0.02585541576304473,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,29,0.9741763152904069,0.025823684709593064,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,30,0.9992071150478079,0.0007928849521920966,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,31,0.9940541537990222,0.005945846200977822,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.08,32,0.9993717645004324,0.0006282354995675865,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
