task,baseline,objective_kind,disorder_strength,seed,state_transfer_fidelity,average_gate_fidelity,pulse_energy,segments,training_objective,best_restart_seed,optimizer_iterations,optimizer_success,optimization_seconds
H,ensemble_grape,process,0.08,50,0.9999078140630908,0.9998606850993076,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,51,0.9997394358984618,0.9996897093866616,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,52,0.9995006462422562,0.9993459514210041,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,53,0.9999390349469199,0.9999587269794977,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,54,0.9997355155078069,0.9996443408908197,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,55,0.9999570902890709,0.9999713934388589,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,56,0.9998613164994561,0.999793546008652,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,57,0.9999904426890096,0.999985877612439,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,58,0.9991892963004717,0.9994370529593217,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,59,0.9998329527357248,0.9997176946247688,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
