task,controller,reference_type,disorder_strength,seed,state_transfer_fidelity,average_gate_fidelity,pulse_energy,segments,horizon_steps,beam_width,reference_objective,reference_refreshes,reference_iterations,reference_success,reference_seconds,horizon_seconds
H,process_dcrab_reference,process_dcrab,0.08,38,0.9955908232681108,0.9952234293236888,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,39,0.9993059224902227,0.9994910029112568,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,40,0.9958599527977322,0.9953971726213799,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,41,0.992724695634865,0.9910026336980952,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,42,0.9996679708057562,0.9987406302113223,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,43,0.999931762133626,0.9990692266978486,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,44,0.9955300171666454,0.9950846198986083,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,45,0.9973144824699491,0.9979627511002255,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,46,0.9989260260651323,0.9963140764244427,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,47,0.9982418357949508,0.9954724459654564,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,48,0.9996212884667199,0.9983892630366116,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,49,0.9988776746792072,0.999245989362698,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,50,0.9984960527908948,0.9971008388160199,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,51,0.9964029940654666,0.9970308731770778,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,52,0.992955910089647,0.9907830773090142,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,53,0.9999102652451635,0.9991240378756262,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,54,0.9981506526206779,0.9985817886070074,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,55,0.9991912616560208,0.999165426226971,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,56,0.9992262155925098,0.9994258644621682,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,57,0.9985721043308023,0.998543737112788,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,58,0.998578220137962,0.996030404112644,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,59,0.9992477232208972,0.9991079996602986,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,dcrab_seeded_process_horizon,process_dcrab,0.08,10,0.9926689240193716,0.9919757594213475,6.510120265616726,40,4,6,0.0025575592297519354,3,54,False,87.59317926689982,5.010253706946969
