task,controller,disorder_strength,seed,state_transfer_fidelity,average_gate_fidelity,pulse_energy,segments,horizon_steps,beam_width,reference_objective,reference_restart_seed,reference_iterations,reference_success,reference_seconds,horizon_seconds
Z,seeded_process_horizon,0.08,42,0.9994137520172207,0.9986610626997171,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,43,0.998626552387472,0.9921777428368608,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,44,0.9991625754878303,0.9972380780183207,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,45,0.9990315772599129,0.9978063074143287,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,46,0.9969690579767447,0.9979602016874107,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,47,0.9997732607950179,0.9945514979646681,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,48,0.9968827331748734,0.9976455823796279,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,49,0.9980837543381269,0.99840174712459,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,50,0.9996373049392622,0.9989114745116706,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,51,0.9989287278185089,0.9978537472378756,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
