task,baseline,eval_strength,seed,final_fidelity,final_infidelity,pulse_energy,basis_count,segments,frequency_seed,restart_seed,training_objective,optimizer_iterations,optimizer_success,optimization_seconds
H,crab,0.08,25,0.9998040380672166,0.00019596193278337282,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,26,0.9971698495306204,0.002830150469379622,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,27,0.9993883279432599,0.0006116720567400646,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,28,0.9932101574138007,0.006789842586199302,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,29,0.9937993715792544,0.006200628420745646,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,30,0.9995261186826241,0.00047388131737591266,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,31,0.9959972026250293,0.004002797374970668,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,32,0.999198588630742,0.0008014113692580427,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,33,0.9999487916112744,5.120838872563205e-05,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,34,0.9992194380382775,0.0007805619617224924,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,35,0.9952397158464323,0.004760284153567662,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,36,0.9935403126253897,0.0064596873746103345,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,37,0.9998680914234293,0.0001319085765707495,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
